,Popularity,Region,TERM,Full Form | Definition | Meaning,MainCategory,SubCategory
4262,50,Worldwide,CO,Carbon Monoxide,Academic & Science,Chemistry
4263,50,United,CO,Central Office,Technology,Communication
4264,40,India,CO,Circle Officer,Governmental,Police
4265,30,United,CO,Continental Airlines,Transport & Travel,Airline Codes
4266,20,United,CO,Colchester,Regional,Postal Codes
4267,90,Worldwide,CO2,Carbon Dioxide,Academic & Science,Chemistry
4268,60,Worldwide,COA,Certificate of Authenticity,Computing,Software & Applications
4269,50,India,COA,Council of Architecture,Academic & Science,Architecture & Constructions
4270,50,United,COA,Columbia Airport,Transport & Travel,Airport Codes
4271,50,Worldwide,COA,Certificate of Analysis,Business,Accounting
4272,40,Worldwide,COA,Chart of Accounts,Business,Finance
4273,30,United,COA,College of the Atlantic,Academic & Science,Universities & Institutions
4274,10,India,COA,Cable Operators Association,Associations & Organizations,Regional Organizations
4275,10,United,COA,Continental Airlines,Transport & Travel,Airline Codes
4276,60,India,COAI,Cellular Operators Association of India,Associations & Organizations,Trade Associations
4277,30,United,COAI,Clowns of America International,Associations & Organizations,Arts Associations
4278,90,Worldwide,COB,Chip On Board,Academic & Science,Electronics
4279,80,Bolivia,COB,Central Obrera Boliviana,Associations & Organizations,Trade Associations
4280,70,Worldwide,COB,Close Of Business,Business,Business Terms
4281,60,Brazil,COB,Comitê Olímpico do Brasil,Associations & Organizations,Sports & Recreation Organizations
4282,40,United,COB,Chief Of the Boat,Governmental,Military
4283,40,Finland,COB,Children Of Bodom,Arts,Musical groups
4284,40,Worldwide,COB,Church of the Brethren,Society & Culture,Religion & Spirituality
4285,40,United,COB,Contingency Operating Base,Governmental,Military
4286,40,Worldwide,CoB,Continuity of Business,Business,Business Terms
4287,40,Worldwide,COB,Crew OverBoard,Transport & Travel,Water Transport
4288,40,United,COB,Cooden Beach,Transport & Travel,Railway Station Codes
4289,40,Brazil,COB,Confederação Operária Brasileira,Associations & Organizations,Trade Associations
4290,40,Mali,COB,Club Olympique de Bamako,Sports & Games,Football
4291,40,Worldwide,COB,Chair of the Board,Business,Business Management
4292,30,Worldwide,cob,Chicomuceltec,Regional,Language Codes
4293,30,Worldwide,COB,Center Of Balance,Academic & Science,Physics
4294,20,United,COB,Church Office Building,Regional,Buildings & Landmarks
4295,20,United,COB,Company of Biologists,Associations & Organizations,Professional Associations
4296,20,Worldwide,COB,Continent-Ocean Boundary,Academic & Science,Geology
4297,20,Worldwide,COB,Corn Oats Barley,Animal Kingdom,Pets & Domesticated
4298,50,Worldwide,COBIT,Control Objectives for Information and Related Technologies,Computing,General Computing
4299,40,Worldwide,COBOL,COmmon Business-Oriented Language,Computing,Programming Languages
4300,30,Worldwide,COBUILD,Collins Birmingham University International Language Database,Academic & Science,Language & Linguistics
4301,100,Worldwide,Coca-Cola,derived from the coca leaves and kola nuts used as flavoring,Business,Companies & Corporations
4302,90,Worldwide,COD,Cash on delivery,Business,Trade
4303,80,Namibia,COD,Congress of Democrats,Governmental,Politics
4304,60,Worldwide,COD,Compiled Source Code,Computing,File Extensions
4305,50,Worldwide,CoD,Call of Duty,Computing,Games & Entertainment
4306,40,United,COD,Yellowstone Regional Airport,Transport & Travel,Airport Codes
4307,30,Worldwide,COD,Chemical Oxygen Demand,Academic & Science,Chemistry
4308,90,Worldwide,Codec,Coder-Decoder,Computing,Codec
4309,10,India,CODEC,Conference on Computers and Devices for Communication,Associations & Organizations,Conferences & Events
4310,80,Worldwide,CoE,Council of Europe,Associations & Organizations,International Orgaizations
4311,60,Worldwide,coe,Center of excellence,Academic & Science,Universities & Institutions
4312,50,Singapore,COE,Certificate of Entitlement,Governmental,Policies & Programs
4313,40,India,COE,Corps of Engineers,Governmental,Military
4314,40,United,CoE,Corps of Engineers,Governmental,Departments & Agencies
4315,30,Belgium,CoE,College of Europe,Academic & Science,Universities & Institutions
4316,30,Poland,CoE,College of Europe,Academic & Science,Universities & Institutions
4317,60,Worldwide,coed,co-educational,Academic & Science,Universities & Institutions
4318,40,Worldwide,COED,Concise Oxford English Dictionary,Academic & Science,Language & Linguistics
4319,40,United,CoEd,Cooperative for Education,Associations & Organizations,Medical Organizations
4320,20,India,COFEPOSA,Conservation of Foreign Exchange and Prevention of Smuggling Activities Act,Governmental,Law & Legal
4321,20,India,COFMOW,Central Organization For Modernization of Workshops,Governmental,Firms & Organizations
4322,50,United,CogAT,Cognitive Abilities Test,Academic & Science,Exams & Tests
4323,40,Israel,COGAT,Coordination Of Government Activities in the Territories,Governmental,Military
4324,70,Worldwide,COGS,Cost Of Goods Sold,Business,Accounting
4325,40,Canada,COGS,Centre of Geographic Sciences,Academic & Science,Universities & Institutions
4326,90,Worldwide,Col,Colonel,Governmental,Military
4327,60,Worldwide,col,Column,Computing,Internet
4328,50,Worldwide,COL,Commonwealth of Learning,Associations & Organizations,Governmental Organizations
4329,40,Worldwide,Col,College,Miscellaneous,Chat & Messaging
4330,40,Worldwide,COL,Cost Of Living,Business,Finance
4331,40,Worldwide,CoL,Catalogue of Life,Computing,Websites
4332,30,United,CoL,City of London,Regional,Towns & Cities
4333,30,Worldwide,COL,Cause Of Loss,Business,Business Terms
4334,30,United,COL,Coll Island Airport,Transport & Travel,Airport Codes
4335,30,United,CoL,College of Law,Academic & Science,Universities & Institutions
4336,30,India,COL,Coromandel,Transport & Travel,IRCTC Station Codes
4337,20,United,COL,College of Letters,Academic & Science,Courses
4338,20,Worldwide,COL,Caldera OpenLinux,Computing,Software & Applications
4339,30,Worldwide,COLD,Chronic Obstructive Lung Disease,Medical,Diseases & Conditions
4340,20,Worldwide,COLD,Computer Output to Laser Disk,Computing,General Computing
4341,100,Worldwide,COM,Commercial,Computing,Domain Names (TLD)
4342,60,Worldwide,CoM,Computer-on-Module,Computing,Hardware
4343,50,United,COM,College of the Mainland,Academic & Science,Universities & Institutions
4344,50,Worldwide,COM,Component Object Model,Technology,Communication
4345,40,Worldwide,COM,Communication Port,Computing,Hardware
4346,30,United,COM,Coleman Municipal Airport,Transport & Travel,Airport Codes
4347,50,China,COMAC,Commercial Aircraft Corporation of China,Business,Companies & Corporations
4348,40,Worldwide,COMAC,Coordinate Modal Assurance Criterion,Academic & Science,Engineering
4349,40,India,COMEDK,"Consortium of Medical, Engineering and Dental Colleges of Karnataka",Associations & Organizations,Educational Organizations
4350,50,Worldwide,COMINT,Communications Intelligence,Technology,Tech Terms
4351,30,United,COMPACFLT,"Commander, U.S. Pacific Fleet",Governmental,Military
4352,60,Worldwide,Compaq,Compatibility And Quality,Business,Companies & Corporations
4353,100,Worldwide,Computer,"from compute, which means to calculate",Computing,General Computing
4354,40,Pakistan,COMSATS,Commission on Science and Technology for Sustainable Development in the South,Academic & Science,Universities & Institutions
4355,30,United,COMSUBPAC,"Commander, Submarine Force, U.S. Pacific Fleet",Governmental,Military
4356,100,Worldwide,Conf,Conference,Associations & Organizations,Conferences & Events
4357,60,Worldwide,conf,Configuration file,Computing,File Extensions
4358,50,Worldwide,Conf,Confidential,Governmental,Military
4359,20,United,CONF,Chattahoochee-Oconee National Forest,Regional,Landscapes
4360,40,Worldwide,Conman,Confidence man,Academic & Science,Language & Linguistics
4361,70,Worldwide,CONMEBOL,Confederación Sudamericana de Fútbol,Sports & Games,Football
4362,60,Worldwide,Contd,Continued,Academic & Science,Language & Linguistics
4363,80,Worldwide,COO,Chief Operating Officer,Business,Job Titles
4364,70,Worldwide,COO,Country of Origin,Business,Business Terms
4365,60,Worldwide,COO,Certificate of Origin,Business,Trade
4366,30,Canada,COO,Chiefs of Ontario,Associations & Organizations,Regional Organizations
4367,30,Benin,COO,Cotonou Cadjehoun Airport,Transport & Travel,Airport Codes
4368,20,Australia,COO,Centre for Overweight and Obesity,Business,Academic Degrees
4369,10,Canada,COO,College of Opticians of Ontario,Associations & Organizations,Professional Associations
4370,80,Worldwide,COPD,Chronic Obstructive Pulmonary Disease,Medical,Diseases & Conditions
4371,20,India,Copra,Consumer Protection Act,Governmental,Law & Legal
4372,10,Worldwide,Copra,Cosmetics Perfumery Retailers Association,Associations & Organizations,Trade Associations
4373,30,Worldwide,CORBA,Common Object Request Broker Architecture,Computing,Programming & Development
4374,20,United,CORBA,Concerned Off-Road Bicyclists Association,Associations & Organizations,Sports & Recreation Organizations
4375,10,Worldwide,CORBA,Chippewa Off Road Bike Association,Associations & Organizations,Sports & Recreation Organizations
4376,90,Worldwide,CORE,Central Operation of Resources for Educators,Academic & Science,Courses
4377,60,United,CORE,Congress of Racial Equality,Associations & Organizations,Regional Organizations
4378,70,United,Corel,Cowpland Research Laboratory,Business,Companies & Corporations
4379,100,Worldwide,Corp,Corporation,Business,Business Terms
4380,20,United,CORP,Central Oregon and Pacific Railroad,Transport & Travel,Rail Transport
4381,60,Worldwide,CORS,Cross-Origin Resource Sharing,Computing,Programming & Development
4382,40,United,CORS,Continuously Operating Reference Station,Governmental,Departments & Agencies
4383,40,Canada,CORS,Canadian Operational Research Society,Associations & Organizations,Professional Associations
4384,40,Singapore,CORS,Centralised Online Registration System,Academic & Science,Universities & Institutions
4385,30,Canada,CORS,Canadian Orthopaedic Research Society,Associations & Organizations,Professional Associations
4386,50,China,COSCO,China Ocean Shipping,Business,Companies & Corporations
4387,30,Canada,COSCO,Council of Senior Citizens Organizations of British Columbia,Associations & Organizations,Regional Organizations
4388,20,India,COSIDICI,Council Of State Industrial Development and Investment Corporations Of India,Associations & Organizations,Trade Associations
4389,50,Worldwide,COSPAR,Committee on Space Research,Associations & Organizations,International Orgaizations
4390,50,United,COST,Costco Wholesale Corporation,Stock Exchanges,NASDAQ
4391,40,United,COST,Council On State Taxation,Associations & Organizations,Trade Associations
4392,40,United,COST,Costain Group,Stock Exchanges,LSE
4393,40,Worldwide,COST,Committee On Science And Technology,Associations & Organizations,Technological Organizations
4394,50,India,COTPA,"Cigarettes and Other Tobacco Products Act, 2003",Governmental,Law & Legal
4395,40,United,COTPA,Central Oklahoma Transportation and Parking Authority,Governmental,Departments & Agencies
4396,40,Worldwide,COTY,Car Of The Year,Society & Culture,Awards
4397,80,Worldwide,CoV,Coefficient of Variation,Associations & Organizations,
4398,70,Worldwide,CoV,CoronaVirus,Medical,Viruses & Bacteria
4399,60,United,COV,Coventry,Transport & Travel,Railway Station Codes
4400,60,Worldwide,COV,Compuestos Orgánicos Volátiles,Academic & Science,Chemistry
4401,50,Worldwide,Cov,Covariance,Academic & Science,Mathematics
4402,50,Worldwide,COV,Composti Organici Volatili,Academic & Science,Chemistry
4403,40,Singapore,COV,Cash-Over-Valuation,Business,Business Terms
4404,40,Worldwide,CoV,City of Villains,Computing,Games & Entertainment
4405,40,Netherlands,COV,Centrale Organisatie voor de Vleessector,Associations & Organizations,Regional Organizations
4406,30,Worldwide,CoV,Congress of Vienna,Associations & Organizations,Conferences & Events
4407,30,Worldwide,COV,Calculus Of Variations,Academic & Science,Mathematics
4408,20,China,cov,Cao Miao,Regional,Language Codes
4409,20,Worldwide,COV,Crimes of Violence,Governmental,Law & Legal
4410,20,France,COV,Club Omnisports de Valbonne,Associations & Organizations,Sports & Recreation Organizations
4411,10,France,COV,Club Omnisports de Vernouillet,Associations & Organizations,Sports & Recreation Organizations
4412,50,Worldwide,COVID,CoronaVirus Disease,Medical,Diseases & Conditions
4413,70,Worldwide,COVID-19,CoronaVirus Disease 2019,Medical,Diseases & Conditions
4414,90,Worldwide,cp,Copy,Computing,Commands
4415,70,Worldwide,CP,Club Penguin,Computing,Games & Entertainment
4416,60,Worldwide,CP,Commercial Paper,Business,Finance
4417,60,Worldwide,CP,Combat Power,Computing,Games & Entertainment
4418,50,Thailand,CP,Charoen Pokphand,Business,Companies & Corporations
4419,50,Worldwide,CP,Cerebral Palsy,Medical,Diseases & Conditions
4420,40,Worldwide,CP,Control Program,Computing,Software & Applications
4421,40,Worldwide,CP,Central Processor,Computing,General Computing
4422,40,Canada,CP,The Canadian Press,Business,Companies & Corporations
4423,40,Worldwide,CP,Cathodic Protection,Academic & Science,Chemistry
4424,30,Portugal,CP,Comboios de Portugal,Governmental,Firms & Organizations
4425,30,Singapore,CP,Commissioner of Police,Governmental,Police
4426,20,United,CP,The Christian Post,News & Entertainment,News
4427,20,United,CP,Christina Perri,Society & Culture,Celebrities & Famous
4428,20,United,CP,Curious Pastimes,Business,Companies & Corporations
4429,20,Canada,CP,Canadian Airlines,Transport & Travel,Airline Codes
4430,20,Canada,CP,Canadian Pacific Railway,Transport & Travel,Rail Transport
4431,20,Worldwide,CP,Certified Prosthetist,Academic & Science,Academic Degrees
4432,20,Worldwide,CP,Creatine Phosphate,Academic & Science,Chemistry
4433,20,Worldwide,Cp,Capensinidin,Academic & Science,Chemistry
4434,20,Worldwide,Cp,Cariyapitaka,Society & Culture,Religion & Spirituality
4435,20,India,CP,Kolkata Railway Station (Chitpur Station),Transport & Travel,IRCTC Station Codes
4436,50,Worldwide,CP/M,Control Program for Microcomputers,Computing,Software & Applications
4437,90,United,CPA,Certified Public Accountant,Business,Job Titles
